lang	topsim		incons		wordtype
66	-0.213684	0.258333	28
67	-0.144677	0.082251	13
68	-0.154137	0.017352	16
69	-0.370726	0.004140	9
70	0.005026	0.033516	12
71	-0.353073	0.115742	14
72	-0.278324	0.052083	13
73	-0.494204	0.000000	4
74	-0.279931	0.051546	12
75	-0.208032	0.020040	30
76	-0.402420	0.000000	4
77	-0.057407	0.027778	11
78	-0.293118	0.002563	8
79	-0.362472	0.000423	8
80	-0.283641	0.020979	10
81	-0.313218	0.011577	15
82	-0.226670	0.050580	12
83	-0.298553	0.198795	25
84	-0.368920	0.010802	10
85	-0.212247	0.061927	11
86	-0.277711	0.091892	11
87	0.010669	0.048565	16
88	-0.295930	0.008889	11
89	-0.397559	0.028736	7
90	-0.303385	0.007974	14
91	-0.337911	0.031250	11
92	-0.313560	0.029605	8
93	-0.301152	0.000000	10
94	-0.155876	0.064425	12
95	-0.306300	0.228111	7
96	-0.323432	0.183544	13
97	-0.323672	0.025822	12
98	-0.146847	0.014286	8
99	-0.360512	0.006944	6
100	-0.222041	0.034091	9
101	-0.101112	0.413926	12
102	-0.278080	0.314308	29
103	-0.477585	0.000000	5
104	-0.550724	0.000000	3
105	-0.300264	0.006811	12
106	-0.226661	0.008964	9
107	-0.297505	0.000000	7
108	-0.332540	0.071066	13
109	-0.364861	0.004684	12
lang	topsim		incons		wordtype
0	-0.215164	0.107143	9
1	-0.230167	0.064489	22
2	-0.221727	0.013624	9
3	-0.207593	0.032903	19
4	-0.236006	0.054377	9
5	-0.159285	0.114448	23
6	-0.179639	0.135593	18
7	-0.182421	0.046243	10
8	-0.198054	0.209600	8
9	-0.162029	0.105876	15
10	-0.294183	0.052083	10
11	-0.351408	0.000000	6
12	-0.155890	0.134921	19
13	-0.314455	0.036697	17
14	-0.243955	0.109948	11
15	-0.382386	0.025000	7
16	-0.033186	0.121325	16
17	-0.099849	0.114297	12
18	-0.200203	0.017630	19
19	-0.345754	0.002121	8
20	-0.383091	0.037500	9
21	-0.378516	0.013904	8
22	-0.317202	0.030154	5
23	-0.257634	0.078740	15
24	-0.399370	0.000000	7
25	-0.075776	0.005081	12
26	-0.139772	0.215569	34
27	-0.244553	0.009784	19
28	-0.381811	0.025157	7
29	-0.231511	0.000000	6
30	-0.135675	0.001369	6
31	-0.232945	0.286772	9
32	-0.370518	0.005714	7
33	-0.249164	0.151111	17
34	-0.284187	0.125000	11
35	-0.359517	0.000000	5
36	-0.320674	0.000000	9
37	-0.224832	0.049914	14
38	-0.262830	0.056838	16
39	-0.256943	0.001696	8
40	-0.440405	0.034270	10
41	-0.206896	0.036832	23
42	-0.139794	0.144934	23
43	-0.189944	0.081818	12
44	-0.235545	0.036649	11
45	-0.179642	0.028407	15
46	-0.221410	0.061416	8
47	-0.098862	0.009461	15
48	-0.393170	0.021226	9
49	-0.385725	0.001250	7
50	-0.284058	0.228525	17
51	-0.161352	0.281513	21
52	-0.479838	0.000000	4
53	-0.132513	0.055344	18
54	-0.281732	0.059761	11
55	-0.356284	0.028047	13
56	-0.246527	0.152256	10
57	-0.281617	0.074074	10
58	-0.133591	0.013453	16
59	-0.119766	0.063492	17
60	-0.228888	0.082534	13
61	-0.251366	0.053571	17
62	-0.303434	0.334684	21
63	-0.266774	0.191599	21
64	-0.228682	0.032609	9
65	-0.326242	0.245709	9
66	-0.209983	0.258333	29
67	-0.137173	0.082251	13
68	-0.154237	0.017352	15
69	-0.373733	0.004140	8
70	0.016633	0.033516	12
71	-0.355979	0.115742	14
72	-0.274013	0.052083	13
73	-0.494204	0.000000	4
74	-0.276797	0.051546	13
75	-0.217761	0.020040	29
76	-0.402420	0.000000	4
77	-0.056504	0.027778	11
78	-0.292997	0.002563	8
79	-0.362472	0.000423	8
80	-0.283671	0.020979	10
81	-0.256316	0.011577	16
82	-0.222898	0.050580	12
83	-0.292237	0.198795	26
84	-0.372508	0.010802	10
85	-0.217476	0.061927	11
86	-0.263957	0.091892	11
87	-0.031096	0.048565	16
88	-0.293631	0.008889	11
89	-0.397559	0.028736	7
90	-0.287858	0.007974	14
91	-0.341049	0.031250	11
92	-0.328829	0.029605	9
93	-0.301152	0.000000	10
94	-0.169229	0.064425	15
95	-0.306300	0.228111	7
96	-0.321904	0.183544	13
97	-0.323409	0.025822	12
98	-0.146847	0.014286	8
99	-0.360512	0.006944	6
100	-0.222122	0.034091	9
101	-0.125220	0.413926	13
102	-0.270580	0.314308	29
103	-0.477585	0.000000	5
104	-0.550724	0.000000	3
105	-0.300169	0.006811	12
106	-0.185337	0.008964	9
107	-0.297505	0.000000	7
108	-0.333036	0.071066	13
109	-0.365383	0.004684	12
lang	topsim		incons		wordtype
0	-0.171220	0.107143	9
1	-0.255453	0.064489	24
2	-0.299157	0.013624	9
3	-0.203882	0.032903	18
4	-0.236006	0.054377	9
5	-0.167032	0.114448	25
6	-0.161156	0.135593	18
7	-0.199748	0.046243	10
8	-0.201236	0.209600	8
9	-0.161455	0.105876	15
10	-0.294183	0.052083	10
11	-0.351408	0.000000	6
12	-0.169297	0.134921	17
13	-0.319993	0.036697	17
14	-0.245645	0.109948	12
15	-0.382386	0.025000	7
16	-0.025653	0.121325	17
17	-0.118348	0.114297	13
18	-0.192655	0.017630	19
19	-0.345179	0.002121	8
20	-0.383399	0.037500	9
21	-0.376182	0.013904	8
22	-0.317202	0.030154	5
23	-0.262164	0.078740	16
24	-0.399370	0.000000	7
25	-0.071258	0.005081	12
26	-0.129775	0.215569	34
27	-0.246080	0.009784	20
28	-0.381684	0.025157	7
29	-0.231511	0.000000	6
30	-0.135675	0.001369	6
31	-0.226361	0.286772	12
32	-0.370518	0.005714	7
33	-0.232679	0.151111	17
34	-0.284187	0.125000	11
35	-0.359517	0.000000	5
36	-0.320674	0.000000	9
37	-0.224560	0.049914	14
38	-0.250675	0.056838	15
39	-0.249398	0.001696	8
40	-0.439431	0.034270	10
41	-0.216919	0.036832	22
42	-0.146807	0.144934	21
